58where is  well defined ossified mass shown?	1755-7682-7-5-2	along  anteromedial aspect of long shaft of femur
59what show a large subhepatic and perihepatic fluid collection with internal septations?	crj-02-113-g001	abdominal ct
60what show  facets in alignment?	JCVJS-5-59-g013	ct cut through  facets
61what shows reduction of  tumor and retention of ascites?	1477-7800-5-19-4	emergency ct
62what show tumor in  left medial thigh?	1755-8166-6-50-1	abdomino pelvic ct
63what show shadows on liver at s4 and s8?	1756-0500-6-508-1	abdominal ct
64what shows  widen vestibular aqueduct?	ceo-2-100-g002	an axial non enhanced temporal bone ct
65what show a mass in  right lower quadrant?	cro0002-0007-f01	ct of  abdomen
66what show a complete response?	TJH-31-188-g5	ct at  end of treatment
67what show  conduit and both kidneys?	jls0031330420001	ct urogram
68what show atrophy of  entire cerebellum?	JNRP-5-75-g002	ct of brain
69what shows small calcified nodules with subpleural distribution and subpleural linear calcifications?	rb-48-04-0205-g03	ct with mediastinal window
70what show  gap between  units and  binding bridge of tissue as well as  tumor?	CEJU-65-00100-g003	Postoperatively reevaluated initial ct
71what shows enlarged lymph nodes involving  right axillary?	12883_2015_266_Fig1_HTML	chest ct
72what is showing hepatomegaly and enlarged spleen with multiple hypo dense lesions?	1757-1626-0002-0000006773-1	Abdominal ct with intravenous contrast
73what show a splenic abscess communicating with anor subcutaneous abscess through  lower chest wall?	JFCM-6-45-g002	an enhanced ct of  abdomen
74what   brain ct show?	jkns-54-42-g001	 mass effect with right subfalcine herniation
75what show localized fluid collection suggestive of abscess in right iliac fossa?	JMAS-9-173-g001	ct of abdomen
76what show right temporal exostosis along its entire length?	IJRI-23-333-g003	coronal plain ct
77what  preoperative ct of paranasal sinus show?	ijo-25-183-g001	a bright object in floor of nasal cavity in septum
78what was suggestive of an esophageal diverticulum communicating with apical segment of right upper lobe?	40064_2012_209_Fig2_HTML	ct of  chest
79what shows an area of increased uptake in  left paravertebral area?	1477-7819-8-45-1	pet ct
80what show a hepatic mass on  right lobe with hyperattenuating components suggesting acute bleeding?	1470-7330-14-18-12	axial unenhanced ct image of  abdomen
81what show  presence of a mass on  posterolateral aspect of  esophagus on  right?	jls0021127380001	ct of  chest
82what show  annular extension of tear?	1749-8090-3-28-4	axial source image of ct angiography
83what show diffuse and ulcer like severe thickening of  sigmoid wall with sparse diverticulas and perisigmoid fat infiltration?	1757-1626-0002-0000008469-001	ct of  pelvis
84what show heterogenous enhancing mass in right kidney?	IJCP-08-129f1	ct whole abdomen
85what show a 10 mm vent in  left posterolateral wall of  thoracic descending aorta?	LI-32-192-g003	ct aortography with 3d reconstruction
86what show mural thickening in  ascending colon?	SJG-18-143-g002	contrast enhanced cte of  abdomen
87what show false and true lumens of  ascending aorta?	JCHIMP-4-25449-g002	non contrast chest ct
88what show irregular thickening of  posterior laryngeal wall?	IJRI-20-11-g002	axial contrast enhanced ct of  larynx
89what show a mass at  lumen of gallbladder?	1477-7819-8-12-2	an abdominal ct
90what show descending scimitar vein in right lung field?	pamj-03-20-g002	chest ct slice
91what show excellent anatomic details of pulmonary arteries with repaired coarctation of aorta?	kjr-11-4-g001	rendered ct image with non ecg synchronized spiral scan
92what shows a polychorous cyst in  left hepatic lobe with rupture in  biliary tract?	1757-1626-0002-0000007374-001	ct of  abdomen
93what shows  diverticulum extending towards  head of  pancreas?	1757-1626-0002-0000006710-002	contrast enhanced ct
94what show absence of liver involvement?	1477-7800-5-18-2	ct at initial diagnosis
95what show abnormal rotation of  proximal jejunum?	1749-7922-4-1-1	contrast enhanced ct axial images at  level of l2
96what show a large gastric mass associated with regional lymph node involvement?	IJCP-07-171f2	axial contrast enhanced ct of  upper abdomen
97what show extent of lesion?	NJMS-2-210-g004	coronal ct
98what  ct of  abdomen show?	biij-01-e4-g02	 intraluminal hypodense filling defect with mottled appearance
99what show outgrowth osteophytes covering  anterior side of  vertebrae as well as local ossification of  posterior longitudinal ligament?	cia-9-553Fig3	 axial ct
100what  chest ct with bone setting image show?	kjim-14-2-94-16f4	cortical disruption and adjacent soft tissue swelling at  posterior aspect of  sternum
101what show diffuse ground glass opacities?	LI-28-52-g002	ct thorax
102what show right hypervascular renal mass compatible with rcc?	1757-1626-0002-0000006567-001	abdominal ct
103what show  acute hemorrhage in  pineal region extending to  third ventricle?	ymj-46-851-g001	brain ct and mr imaging
104what shows gastric intramural air suspicious for gastric emphysema with a small amount of air in peri gastric veins?	JCHIMP-5-28010-g001	a non contrast ct abdomen
105what shows  coil mass in  left internal auditory meatus?	2186-3326-77-0307-g006	postoperative ct
106what shows an esophageal mass which compresses  left atrium?	kcj-40-354-g002	chest ct
107when show  size of  renal mass and  thrombus?	1477-7819-8-63-3	ct reconstruction of  abdomen
108what show cortical venous thrombosis?	JPP-3-194-g001	ct brain
109what show a large cystic mass with central low density and no mediastinal or hilar lymphadenopathy?	kjim-17-1-78-15f2	 chest ct
110what show free fluid and laceration of spleen?	1757-1626-0002-0000006450-1	transverse section on ct abdomen
111what is seen as a focal lesion on mri?	JPN-6-72-g003	a seemingly diffuse infiltrative non enhancing mid brain lesion on  ct
112where   mri of  brain show a cortical based mass lesion?	IJPsyM-34-273-g001	at  medial aspect of  right temporal lobe
113what show extensive hypodensity in left temporoparietal region suggestive of infarct?	BCN-4-169-g001	brain ct
114what shows right m1 ruptured mycotic aneurysm?	SNI-4-144-g007	ct angiogram of head
115what show extensive low attenuation with mild mass effect predominantly affecting white matter bilaterally?	NAJMS-6-545-g001	ct of  head
116what show sphenoid sinus hypoplasia with cystic fibrosis?	1806-3713-jbpneu-41-01-00065-gf05	axial ct of  sinuses
117what show abdominal cocoon in  mid abdomen with a membranous covering especially posteriorly and on  left side?	SJG-14-139-g001	contrast enhanced axial ct image of  abdomen
118what shows both healing of  liver laceration and resolution of  intra hepatic infection?	JETS-3-412-g004	ct of  abdomen prior to drain removal
119what show free intraperitoneal gas compressing  splenic flexure?	rjt11803	ct of abdomen
120what show tumor with increased vascularity in  periphery?	IJMPO-30-35-g001	contrast enhanced ct
121what show an extent of mass?	IJCIIS-1-157-g001	ct of abdominopelvic region
122what  are showing a transmigrated maxillary right lateral incisor and canine with pericoronal radiolucency?	isd-42-47-g002	ct sections
123what show heterogeneous enhancement of  lesion?	IJRI-18-60-g002	post contrast axial ct image
124what show  origin of  aberrant right subclavian artery causing extrinsic compression of  esophagus?	JCHIMP-3-22091-g003	ct chest with contrast
125what show  massive pulmonary metastases and a left sided pneumothorax?	2045-3329-4-14-4	 ct
126what shows an adrenal adenoma?	SHORTS-10-09801	ct of  abdomen
127what show evidence of gastrojejunostomy and visible foreign body in  stomach and features of small bowel obstruction?	rjt04601	contrast enhanced abdominal ct in coronal view
128what show multiple lymph nodes mainly at  right site of  neck?	1756-8722-6-69-1	ct of  neck before starting belinostat rapy
129what show eradication of  varices from  descending colon without recurrence?	crj-02-168-g003	postoperative ct
130what show a second patch placed laparoscopically on a recurrent incisional hernia repair without removal of  previous laparoscopically placed patch?	jsls-12-1-51-g08	ct of  anterior abdominal wall
131what show right perinephric abscess reaching superiorly upto bare area of liver with inflammed appendix at its lower end below right kidney?	UA-2-29-g002	sagittal reformat ct image
132what show  absence of significant tracheal compression?	ijem-12-01-11463-g002	 ct
133what are showing  osseous talocalcaneal coalition with  fracture line?	1471-2474-14-111-3	Two coronar slices from  ct
134what show a nonocclusive thrombus within  main portal vein?	JCHIMP-3-20732-g001	contrast enhanced ct of  abdomen
135what show posterior nasal sepal air cell?	IJRI-22-317-g024	coronal ct
136what is unable to show continuity from  cyst to  maxillary sinus?	TOOPHTJ-5-25_F2B	coronal ct
137what show left minimal sub dural hygroma with no midline shift and no evidence of cerebral edema or cerebral atrophy?	1757-1626-0002-0000006776-004	photograph of  ct brain
138what shows marked progression of  subcutaneous metastases?	OL-08-02-0905-g01	enhanced abdominal ct
139what show multiple infarcts in kidneys and spleen just after  bronchial artery embolization?	jocmr-03-275-g002	abdominal ct
140what show areas of low attenuation affecting  white matter of both temporal lobes and  left frontoparietal lobe?	sfq113fig1	unenhanced ct of  brain
141what  mri of  left thigh show?	1757-1626-3-67-3	a sinus tract from  proximal femur
142what show paradoxical left middle turbinate?	IJRI-22-317-g018	coronal ct
143what  abdominal ct show dilatation of?	crg-0008-0291-g01	 main pancreatic duct and pancreatic stones
144what show large air filled right abdominal mass that appears to be a septic ovarian cyst?	rjv09901	ct abdomen
