114	PAMJ-20-288-g003	what shows fasciitis with air bubbles?	ct scan of the pelvis
115	1749-799X-5-52-3	is there any associated soft tissue mass?	no
116	1752-1947-3-141-1	what shows multiple brain masses with contrast enhancement and edema?	magnetic resonance image scan of the brain
117	can-8-474fig3	where is oedema located?	in the left frontal and frontoparietal regions
118	kjae-60-449-g003	what is shown in dependent portion of rul on chest ct?	multiple remnant subsegmental atelectasis
119	ATM-04-143-g004	what does ct chest show?	posterior pneumorrhachis
120	1471-2334-12-161-1	what does enhanced magnetic resonance imaging of the right lower leg show?	fibular enhancement and adjacent muscular abscess
121	JPN-7-23-g003	what does contrast-enhanced ct scan show a large ring enhancing lesion in the posterior frontal region with?	mass effect
122	jpr-7-665Fig2	what shows the thoracic body involvement?	magnetic resonance images of the thoracic spine
123	ABR-2-34-g005	what shows an intense enhancible paraventricular mass?	contrast enhanced brain ct scan
124	SHORTS-11-08002	what does ct scan of thorax show?	agenesis of pectoral muscle in right hemithorax
125	1752-1947-5-483-3	what does ct scan demonstrate after first line palliative chemotherapy with the cap regimen?	progression of disease
126	ymj-46-851-g001	where does brain ct and mr imaging show the acute hemorrhage?	in the pineal region
127	IJRI-23-278-g004	where do axial ct scans of the sternoclavicular joints show soft tissue calcification?	around the medial end of the right clavicle
128	kjhbps-16-37-g001	what shows the jejunal varices at the afferent loop?	the portal phase of contrast enhanced ct
129	1757-1626-0002-0000006463-001	what shows narrowing of the svc?	ct scan with contrast of the chest
130	1471-2490-6-26-1	what is the solid right lower pole mass well circumscribed with?	with inhomogeneous internal structure
131	IJRI-18-80-g020	where does Contrast-enhanced CT scan show a bowel-in-bowel configuration with mesenteric fat invagination?	in the right lower quadrant
132	IJN-23-63-g002	what does magnetic resonance imaging brain after surgery show?	no evidence of residual lesion or recurrence of meningioma
133	JCHIMP-5-27664-g001	what does contrast magnetic resonance imaging of the brain show?	scattered areas of t2 hyper intense signal within the white matter of the right cerebral hemisphere in the watershed areas
134	IJRI-18-73-g003	what does mri of the lower abdomen and pelvis show?	an ectopic pelvic location of the kidney
135	PAMJ-20-22-g001	what does ct scan of the chest show?	a tumor mass in the left upper lobe
136	IndianJOphthalmol-55-490-g004	what does Oblique OCT scan 6 months after intravitreal bevacizumab show?	recurrence of intraretinal cysts but no subretinal fluid
137	10.1177_2324709614532798-fig1	what does ct scan show?	the infiltrating mediastinal mass
138	jls0021228790002	what does Contrast CT Abd reveal?	thick-walled retrogastric fluid collections middle cuts
139	kjs-9-137-g004	what shows the malposition of a lateral mass screw?	a sagittal section of a ct scan
140	1471-2377-14-10-1	what does t2 weighted image show?	finger like edema in both temporal lobes
141	10.1177_2047981614556409-fig2	what does ct show?	a fluid collection with gas bubbles close to the pancreas and the metallic stent
142	1471-2466-12-78-2	what does the Chest CT post-OLT show?	Large right-sided hydropneumothorax with underlying visceral and parietal pleural thickening and fibrosis
143	JCIS-1-44-g004	what demonstrate the presence of a heterogeneous mass in the left adnexa with macro calcifications and enhancement of the solid components?	axial ct images with iv contrast
144	SHORTS-10-03802	what does contrast ct show?	locules of gas extending into the root of the neck and a cavity beneath the mandible
145	0392-100X-30-209-g003	what does ct scan show?	posterolateral tracheal wall infiltration in mediastinum
146	13022_2015_13_Fig3_HTML	what does contrast ct abdomen show?	hepatoma in segment vi
147	rjt05803	what does ct coronary angiography reconstruction show to the lad and obtuse marginal arteries?	patent grafts
148	1756-0500-5-689-3	what does mri brain show with hemorrhagic transformation?	multiple cerebral infarctions
149	2186-3326-76-0203-g003	what is observed to be inside the iliac muscle of the quadrilateral space within the pelvis?	The trial femoral head
150	IJRI-23-208-g002	what shows infarct in left capsuloganglionic region?	ct scan of brain
151	SJG-15-59-g003	what shows polypoidal neurofibroma along the greater curvature of the stomach along with diffuse thickening of the wall of the pyloric antrum?	oblique coronal ct mpr image
152	jocmr-03-275-g001	what is completely normal before the bronchial artery embolization?	abdominal ct
153	jocmr-01-233-g003	what has the huge heterogeneously enhancing mass with some necrotic foci filled?	the abdominal and pelvic cavities
154	IJEM-15-65-g001	what shows an abnormal heterogeneous soft tissue swelling with post contrast enhancement involving the right ethmoid gallery with extra and intraconal orbital extension?	ct of the brain with orbital section
155	APC-3-193-g001	what shows multiple pulmonary arterio venous malformations?	ct pulmonary angiogram
156	40064_2015_1232_Fig3_HTML	what shows poorly delineated intramedullary hyperintense lesion?	t2 weighted mri of thoracic spine
157	1749-7922-8-60-1	what does the Initial contrast-enhanced axial CT scan show multiple fractures of?	the pelvic bone and the hematoma formed in the paravesical and prevesical retroperitoneum
158	IJNM-26-188-g004	what shows two elongated tumors corresponding to the site of abnormal rbc accumulation in the right tibial shaft?	mri of both lower limbs
159	1757-1626-0002-0000006413-002	where does ct fistulogram show the cavity?	below floor of mouth
160	IJRI-19-69-g003	what shows tubers as subependymal hyperintense nodules?	t1w axial mri image at the level of the lateral ventricles
161	sfq113fig1	what does unenhanced ct scan of the brain show?	areas of low attenuation affecting the white matter of both temporal lobes and the left frontoparietal lobe
162	ccr30001-0042-f1	what does ct show the abnormal location of?	of an infarcted spleen within the pelvis
163	13019_2015_283_Fig1_HTML	where does mri show a smooth, well circumscribed nodular shadow revealed in?	in the posterior wall of the thoracic trachea
164	ott-8-2739Fig2	what does magnetic resonance imaging show after erlotinib treatment?	the disappearance of the paraspinal tumor
165	1752-1947-5-362-2	what does ct of the chest one week after injury show?	near complete resolution of the pulmonary contusion
166	1757-1626-0002-0000009238-2	what does ct of the upper abdominal region demonstrate?	bilateral giant renal masses consisting predominantly of fat tissue
167	fnhum-06-00210-g0001	what is on the left side of the image?	the right hemisphere
168	asj-5-220-g003	what shows multiple fragments of the disc behind the body of c6 vertebra seen as isointense signal density?	magnetic resonance imaging t2 sagittal section
169	NJMS-2-210-g003	what does occlusal view of maxilla in ct show destruction of?	maxillary alveolus
170	cln-67-12-1505-g004	what does the axial ct scanning show?	progressive and bilateral narrowing of the optic canal
171	bjc2013603f3	what does mri show?	emvi response to chemoradiation
172	IJEM-17-152-g002	what shows normal pituitary with intact posterior pituitary hyperintensity?	mri of brain
173	JCIS-4-23-g008	what does axial mri image show?	intense enhancement of the mass
174	NAJMS-3-39-g001	what does the mass cause?	bone erosion
175	kjp-51-755-g001	where does the non contrast ct axial view show hyperdense area of subarachnoid hemorrhage?	along the interhemispheric fissure
176	LJM-3-108-g002	what shows right bronchial mass with post obstructive consolidation?	ct scan of the chest
177	ksrr-26-114-g001	where does preoperative sagittal magnetic resonance image of the ridht knee show complete rupture?	at the distal quadriceps tendo osseous junction
178	JFMPC-3-443-g001	what shows areas of hyper intensity involving brainstem?	mri t2 weighted image
179	jcen-17-113-g001	what does ct head without contrast show?	a hyperdensity in the right sylvian fissure
180	1749-799X-5-29-2	what does sagittal ct demonstrate?	the lytic area in the antero medial aspect of the tibia
181	rjv14003	who does ct chest demonstrate interval resolution of without cardiophrenic sparing?	pneumothoraces and persistent, diffuse numerous thin walled pulmonary cysts
182	crt-45-150-g002	where does chest ct show multiple enhancing masses?	distributed in the left pericardium
183	LI-30-76-g002	what reveals multiple saccular pulmonary arterial aneurysms?	contrast enhanced ct angiography with three dimensional image reconstruction
184	crn-0006-0096-g01	where does a distinct tiger striped appearance extend to?	to the vermis
185	UPS-0300-9734-114-249-g004	what does plain ct show?	a lytic lesion in the posterior superior iliac spine
186	f1000research-2-1805-g0002	what does chest ct reveal?	multiple cavitary and non cavitary lung nodules, suspicious for mycobacterial infection
187	crg0003-0300-f01	what does enhanced ct show at the proximal portion of the sma main trunk?	a filling defect
188	1752-1947-5-366-1	is there any effacement of the fourth ventricle and Triventricular hydrocephalus?	yes
189	rju10002	what demonstrates bone marrow oedema in the medial malleolus and medial body of talus?	mri coronal view
190	kjim-9-1-43-8f1	what is this mri scan of?	brain
191	sfp020fig1	what does cerebral t2 weighted mri show a triangular lesion of?	the corpus callosum with signs of leukoencephalopathy
192	SNI-5-98-g004	what does postoperative ct scan reveal the complete absence of?	of the subgaleal hematoma
193	jpts-27-1625-g002	where do post contrast images show contrast enhancement?	in both joint spaces and periarticular areas
194	rjv07201	where does ct chest show mediastinitis, bilateral pleural effusions and free air around?	around the distal oesophagus
195	1477-7819-10-229-1	what does ct show?	hypodense lesions in the right basal ganglia
196	jkss-81-216-g001	what does enhanced ct show?	luminal high density in gallbladder
197	jocmr-07-267-g003	what demonstrate clear lungs without evidence of an abnormal airspace filling process?	multiple surveillance mri scans
198	JCHIMP-5-25744-g002	what arises separately from the neural tissue?	the schwannoma
199	jthc-8-58-g001	what does magnetic resonance angiography in the coronal view show at the proximal portion of the left pulmonary artery branch?	a severe diffuse lesion
200	1752-1947-1-22-1	what does ct scan show?	diffuse cerebral edema in a young woman with hypersensitivity syndrome due to minocycline
201	cios-6-96-g005	what are showing no definite evidence of rupture of alar or transverse ligament and soft tissue swelling?	t2 weighted magnetic resonance images
202	1471-2490-6-18-1	what shows left adrenal mass?	ct
203	imcrj-7-001Fig2	what does pet ct scan show?	inflammatory changes in the nasopharynx
204	1752-1947-5-498-1	what does t1 weighted mri of her pituitary with contrast show?	normal appearances of pituitary
205	1471-2407-6-117-2	what does mri show?	mass arising from head of pancreas, as well as hepatic and renal cysts
206	1477-7819-5-26-1	what does ct scan of the abdomen with contrast show?	a heterogeneously enhancing, solid mass at the junction of the head and body of the pancreas
207	1750-1172-2-18-1	what is the calcified cystic structure in the supra sellar region together with?	hydrocephalus
208	1477-7819-10-199-3	where does the Abdominal computed tomography show enhancing mass?	in the pancreatic tail
209	SJG-14-144-g004	what shows calculus and mass in gallbladder with a soft tissue tract leading to the adjacent part of the hepatic flexure of the colon?	oblique sagittal mpr ct image
210	NJS-18-97-g001	what does abdominal ct show?	the presence of dilated loops in the back cavity of the omentum interposed between the pancreas stomach and the descending colon
211	fonc-04-00136-g001	where does magnetic resonance imaging show the left parotid gland mass?	in the coronal plane
212	NAJMS-2-293-g002	what shows thickened cecal wall with air luscencies consistent with pneumatosis intestinalis?	contrast enhanced ct scan
213	ABR-3-28-g007	what shows avm in each lower lobe?	thoracic ct
214	10.1177_2054270414533324-fig1	what shows no renal tract calcification?	ct of the chest abdomen and pelvis
215	JCytol-29-261-g001	what does ct chest show well demarcated with internal hypodense fat areas?	coin lesion
216	ccr30003-0669-f2	what shows aggregates of lymph nodes on the coeliomesenteric and portal regions?	abdominal ct scan
217	10.1177_2054270414533322-fig1	what does ct angiogram demonstrate?	a modest stenosis within the anterior and posterior circulation
218	cro-0006-0504-g02	what shows bilateral multiple metastases in the lung parenchyma?	a chest ct
219	JMedLife-06-332-g001	what does mri image show the presence of that drains into the major papilla?	dorsal pancreatic duct and ventral pancreatic duct
220	JGID-3-306-g003	what does the t2 weighted mri image show?	multiple cysticerci involving both orbits with proptosis
221	IJPD-21-404-g002	what is the mass in the right posterior mediastinum connected with?	anterior thymus
222	IJRI-22-195-g032	what shows an enlarged rounded right level ii node with necrotic foci and ill defined margins?	axial t2w mri
223	IJOrtho-46-36-g003	what does axial ct section show more than 50% of?	broken posterior wall
224	IJNM-26-94-g002	where can right thalamus be seen?	in normal localization
225	1757-1626-0002-0000008399-003	what does the ct scan of the head demonstrate?	high attenuation areas in the ventricles
226	rjv10604	what does the postoperative ct image demonstrate complete resection of?	of the aneurysm
227	1471-2407-6-117-2	what shows mass arising from head of pancreas, as well as hepatic and renal cysts?	mri
228	1757-1626-2-9105-2	what shows contrast in inferior vena cava and hepatic venous system?	ct abdomen
229	bjc2013603f2	what shows radiological features of emvi?	mri
230	1757-1626-0002-0000007836-002	what does abdominal ct demonstrate?	unilocular subcapsular fluid filled collection in the right lobe of the liver
231	IJOrtho-48-582-g006	what does postoperative sagittal magnetic resonance imaging t2w show?	insufficient decompression at c6 level with alternate levels fixation
232	kjhep-17-71-g005	what shows multiple liver abscesses?	coronal mri
233	IJU-28-102-g002	who does coronal ct scan of pelvis show?	extensive ossifi cation in the corpora cavernosa of the penis
234	JNRP-6-431-g002	what shows bilateral symmetrical hyperintensities in putamen, caudate, thalamus, on T2-weighted images?	mri of brain
235	1752-1947-5-359-4	what does midsagittal t2 weighted mri of his head show with lack of cerebral aqueduct patency?	hydrocephalus
236	1757-1626-2-3-1	what does ct slice show?	new lesion in oropharynx
237	cro-0005-0332-g01	what does axial slice of the contrast enhanced ct show?	the right hilar mass and the right sided interlobular septal thickening
238	40001_2015_167_Fig2_HTML	what does the red arrow illustrate?	the avulsion fracture of the lesser trochanter
239	1471-2474-11-141-6	what does the mr scan of the brain using contrast medium show?	a large pineal cavernoma
240	SNI-2-122-g003	is there any canal compromise?	no
241	SJG-18-68-g002	what demonstrates the classic findings of a target like an ileocolic intussusception?	contrast enhanced ct scan of the abdomen
242	JMAS-8-16-g002	what shows indentation of its superior surface suggestive of compression due to mal?	ct abdomen
243	40064_2012_209_Fig2_HTML	what is the ct scan of the chest suggesting?	an esophageal diverticulum communicating with apical segment of right upper lobe
244	LI-32-175-g001	what does ct scan of the thorax show?	confluent nodular opacities and ground glass areas
245	kjim-18-4-260-13f3	what shows focal low signal intensity lesion in right inferior portion of pituitary gland?	magnetic resonance imaging
246	IJMPO-31-65-g002	what does contrast enhanced ct scan show?	heterogenously enhancing suprarenal lesion with areas of necrosis
247	10856_2015_5598_Fig3_HTML	what are these ct images of?	the occluded carotid artery
248	crj-02-252-g001	where is the large multilobulated cystic collection extending?	to the pelvis
249	IJOrtho-48-582-g006	what shows insufficient decompression at c6 level with alternate levels fixation?	postoperative sagittal magnetic resonance imaging t2w
250	1746-160X-9-9-3	what does ct show?	dilation of the left superior ophthalmic vein
251	isd-42-47-g002	what  are showing a transmigrated maxillary right lateral incisor and canine with pericoronal radiolucency?	ct sections
252	fneur-05-00270-g002	what shows increased number of supra and infratentorial lesions?	mri
253	IJO-43-40-g001	what shows bilateral avascular necrosis?	preoperative mri of both hips
254	PAMJ-20-51-g002	what do flair weighted mri sequences of two patients show?	atypical presentations of neurobeh et disease
255	cnd-0005-0020-g01	what reveals prominent bilateral enhancing parietal occipital lesions on flair and t2 sequences and small areas of hyperintensity in the left periventricular white matter on diffusion weighted images?	mri of the brain
256	1471-2377-4-19-2	what does axial fat suppressed t2 weighted mri show?	a tumorous lesion of the median nerve with a fascicular pattern
257	10.1177_2042533313518916-fig3	what reveals left posterior chest wall lesion?	mri image
258	12887_2015_509_Fig5_HTML	what does mri show?	csf accumulation at right middle ear
259	jkns-54-61-g002	what shows multiple abscesses at the cerebrum?	mri of the brain
260	1757-1626-1-26-2	what shows the pericardial cyst?	mri scan of the thorax
261	JMP-39-197-g001	what does planning axial ct image show?	dose distribution and oars
262	JETS-3-412-g004	what demonstrates both healing of the liver laceration and resolution of the intra hepatic infection?	ct of the abdomen prior to drain removal
263	AIAN-13-109-g002	what does mri brain t1w sagittal image show?	atrophy of midbrain tegmentum the humming bird sign in a 67 year old man with progressive nonfluent aphasia and speech apraxia
264	1757-1626-0002-0000006567-001	what shows right hypervascular renal mass compatible with rcc?	abdominal ct
265	JIAPS-20-116-g002	what shows eccentric placed neorectum to the right of sphincter muscle complex?	axial t2 weighted magnetic resonance imaging of the pelvis
266	ASJSM-4-158-g003	what shows a complete process of reparation of the lesion of the proximal insertion of the mcl?	mri t2 coronal and transversal sequences
267	Tanaffos-11-052-g002	what does ct scan reveal?	two large cysts in the right lobe of the liver
268	PAMJ-21-55-g004	what shows no fracture of the femoral head?	post reduction ct
269	1752-1947-0003-0000007227-3	what does sagittal t2 weighted mri demonstrate cystic components of?	vertebra l4
270	1756-0500-7-36-4	what shows thrombosis in the bilateral main pulmonary arteries?	a ct scan
271	aps-42-507-g004	what does a computed tomography image show the regression of?	the hematoma
272	1471-2474-14-111-3	what do the two coronar slices from the CT scan show?	the osseous talocalcaneal coalition with the fracture line
273	JNRP-4-224-g001	what shows superior sagittal sinus and right lateral sinus thrombosis?	sagittal view of the magnetic resonance venography of the brain
274	1752-1947-8-343-3	what does magnetic resonance imaging show?	spinal fracture dislocation of t6 to t7
275	sft05101	what is taking the appearance of hairy kidneys?	a symmetrical infiltration of the perirenal fat and of the perirenal fascia
276	IJRI-18-60-g002	what does post contrast axial ct image show?	heterogeneous enhancement of the lesion
277	jmm-19-147-g002	what shows moderately enhanced uterine corpus connected to a non enhanced pelvic mass by a thin pedicle with a small amount of ascites?	pelvic magnetic resonance imaging
278	1477-7819-10-199-3	what is revealed by the pancreatic mass?	enhancing lesions
279	cbm-11-02-130-f3	what do mri findings and a t2 weight image reveal?	an early enhancement image with no intraductal spread
