75what   mri (axial and sagittal views) show?	IJPC-15-159-g001	a mass in  right parieto-occipital region
76what  plain and contrast ct images show?	gou017f2	enhancing lesion in  pancreas
77what   ct show?	AJNS-6-121-g001	giant left hemispheric subdural hematoma
78what   reconstructed chest ct show (arrows)?	s12245-014-0040-5-3	massive calcification along  atrioventricular groove
79what   mri show?	fneur-06-00062-g006	bilateral temporal damage
80what   ct show?	AJNS-8-48-g001	subcortical hematoma
81what   coronal mri show?	1752-1947-6-43-1	hyperintense areas in  cerebellar white
82what   sagittal t2w mri image of  cervical spine show?	IJRI-20-202-g001	central hyperintensity
83what anatomy is shown in  mri?	pntd.0003679.g008	hand
84what   axial mri of  cervical spine show?	1757-1626-1-416-1	ossification of  frontal planes of  vertebral bodies
85what anatomical structure show hyperintensity in this axial t2w mri of  brain?	IJRI-20-195-g001	dorsal pons
86what aneurysm show leakage of  contrast-enhanced blood?	1749-7922-2-34-1	aneurysm on  right leg
87what   brain mri show?	jkms-26-951-g003	diffuse brain atrophy
88what    ct show?	jsls-5-4-313-g01	large cyst in  spleen
89what   contrast enhanced ct abdomen and pelvis show?	IJU-29-142-g003	uterus didelphys
90how is  pancreas shaped like?	crg-0009-0056-g01	sausage
91what   coronal t2 weighted mri image of  right knee show?	1471-2385-5-2-1	a medial meniscal tear
92what   ct show?	SNI-3-37-g001	a hyperdense lesion
93what  cardiac mri show?	CCR-6-134_F1	amyloidosis
94what   abdominal mri show?	1757-1626-2-9325-2	an encapsulated mass
95what  t2 weighted mri image show (arrow)?	kjhbps-16-75-g001	cystic mass
96what   axial ct image of  pelvis show?	rjv03503	intra-mural air within  bowel
97what  coronal T1-weighted mri show?	jmdh-8-109Fig2	marrow replacement in  distal femur
98what  enhanced ct show?	pjms-30-216-g001	a right adrenal mass
99where is  lesion located?	iranjradiol-10-99-g001	 right breast
100is re a lymph node enlargement visible?	kjim-18-1-45-8f2	no
101what condition is visible with hyperintensities in bilateral thalami?	IJCCM-18-453-g001	cerebral edema
102what   mri of  abdomen show?	cpe-17-061-g002	multiple nodules in  liver
103what is seen on  ct (red arrow)?	1757-1626-0002-0000008176-003	pericardial drain
104what   enhanced ct of  abdomen and pelvis show?	crg0005-0602-f01	a thickened wall and a tumor like lesion in  ileum 
105what   ct show?	IJMR-137-815-g002	lytic skull lesion and its resolution
106what   mri show?	tropmed-87-381-g001	marked brain swelling
107what   mri spine show at multiple levels?	JGID-4-184-g001	disc prolapse
108what organ is  mass deviating?	IJPD-23-121-g001	 intestines
109what  t2w axial mri image show?	IDOJ-2-31-g004	bilateral symmetrical hyperintense lesions in corona radiata
110what is  size of  mass?	1477-7819-6-50-1	22 cm
111what   mri t1 weighted image show?	alm-33-379-g001	cellulitis
112what   mri brain show obliteration of?	JNRP-1-23-g001	superior saggital sinus
113are re any signs of ischemic injury in this image?	fneur-06-00062-g006	no
114what  coronal contrast-enhanced ct show?	IJRI-21-176-g008	metastasis in  left lobe of  liver
115what   ct pulmonary angiography scan show?	IJCCM-13-163-g002	filling defects in  right lower lobe segmental artery
116where is  tumor located?	13104_2014_3305_Fig2_HTML	at  trigone
117what   abdominal ct show?	kjim-18-1-45-8f2	a well enhanced mass in  tail of  pancreas
118what is  anatomy in this ct?	cro-0007-0039-g01	 lungs
119what is  disease shown in  brain mri?	Tanaffos-13-043-g002	Chiari type I malformation
120what   ct show?	rju12901	left sub-diaphragmatic and sub-hepatic free fluid
121what kind of mri view is this?	JCIS-5-18-g012	axial
122what   ct show?	1752-1947-5-342-2	intense tracer uptake
123  ct show evidence of a mass or lymphadenopathy?	Tanaffos-10-072-g001	no
124  axial ct show calcification?	JCIS-1-51-g017	no
125what  ct imaging of  abdomen show?	crg-0006-0425-g01	bowel distention
126what is seen on  contrast-enhanced ct?	UA-5-309-g003	thickening of  left lateral wall of  urinary bladder
127what   coronal t2 mri of  brain show?	tisb-2-e29431-g1	bilateral heterotopic nodules
128what   axial contrast-enhanced ct show?	IJRI-21-176-g003	enhancing mass along  second part of  duodenum
129what   ct angiogram show?	SNI-4-144-g008	ruptured mycotic aneurysm
130what   mri show?	HV-13-149-g001	ischemic stroke
131where   mri peritoneography show irregularity?	ndtplussfq203f01_ht	 bladder dome
132is  tumor associated with skullbase infiltration?	1758-3284-3-37-4	yes
133what   ct show?	cro-0007-0039-g01	density in bronchus intermedius
134what or structures are affected by  tumor?	1758-3284-3-37-3	lateral orbital wall and skull base
135what  t2w axial mri image show?	IDOJ-2-31-g003	bilateral hyperintense lesions in periventricular white matter
136where is  tumour located?	1757-1626-0002-0000008585-002	in  anterior part of  bladder
137what   enhanced ct of  abdomen and pelvis show?	crg0005-0602-f01	dilation of  proximal small intestine
138where is a soft-tissue mass originating from?	1752-1947-5-451-3	 calcaneus
139what is are  anatomical structures in  ct?	1746-160X-2-28-1	 sinuses
140what   ct show?	pone.0104170.g004	subarachnoid hemorrhage
141where   ct pulmonary angiography scan show filling defects (white arrow)?	IJCCM-13-163-g002	right lower lobe segmental artery
142what   ct show?	LI-26-130-g002	 a mass in  right upper lobe
143where are  lung nodules distributed?	2049-6958-8-5-1	in all lobes
144what   contrast enhanced ct of abdomen show?	kjr-15-655-g001	lesion in right iliac fossa
145where are  lesions located (arrows)?	1752-1947-5-137-2	right temporal lobe and  right occipital lobe
146what   ct of abdomen show?	JETS-5-344-g001	amyand's hernia
147what is  size of  para-aortic mass?	JCDR-3-36-g002	10 cm
148what is  size (diameter) of  mass?	1752-1947-5-337-1	15 cm
149what has infiltrated  underlying medial chest wall?	iranjradiol-09-212-g003	a large right breast mass
150what  contrast enhanced chest ct show?	kjh-47-163-g010	enlarged lymph nodes in  anterior mediastinum
151what   sagittal mri image show (arrows)?	medi-94-e0962-g003	diffuse leptomeningeal enhancement
152what   mri show?	1749-799X-4-40-7	hill sachs variant on head of  humerus
153where   diffusion weighted mri show a high signal intensity lesion?	crn-0004-0107-g01	right fronto-temporal cortex
154what   ct show?	crg0002-0356-f01	multiple liver metastases
155what   ct show?	rjv05002	intussusception
156what   ct show?	jkms-23-142-g001	low-attenuated pancreas
157what   ct show?	LI-30-148-g003	cavitary lesions in  left lung
158what   mri show?	OL-06-03-0655-g00	a circumscribed tumor in  uterus
159what  axial ct show?	rjt01101	massive emphysema of  orbit
160what structure is seen in  hernia (arrow)?	JETS-5-344-g001	inflamed appendix
161what  ct show?	crg-0009-0056-g01	enlarged pancreas
162what  this chest ct show?	SJA-7-347-g001	dextrocardia
163what is this ct image of?	1752-1947-5-451-3	 patient's foot
164what  ct of brain show?	JNSBM-3-90-g002	symmetric calcification in bilateral caudate nucleus
165what  lumbar mri show?	PAMJ-17-217-g001	a low-lying conus medullaris at s1
166what   magnetic resonance image show?	1752-1947-6-172-1	multiple ring-enhancing lesions
167what kind of imaging scan is this?	1757-2215-6-27-2	Pelvic mri
168what  this ct image show?	1470-7330-14-21-4	multiple calcifications in  left iliopsoas muscle
169where  ct show  lesions?	1476-0711-3-16-2	in both lungs
170what   ct show?	1472-6815-6-3-1	a large soft tissue lesion pushing  larynx
171what   ct show?	DRJ-8-114-g004	a cystic mass in  submandibular space
172what   coronal ct image of  abdomen show?	rjv03501	pneumoperitoneum
173where are  poorly defined hypointense masses located (white arrows)?	cde0002-0110-f02	bilateral periorbital bones
174what   saggital mri brain show?	IJOEM-14-78-g002	glioblastoma multiforme
175what  magnetic resonance angiogram show?	IJPS-43-84-g003	stretching of  right external carotid artery
176is  lesion attached to adjacent bones?	1757-1626-2-9341-2	no
177what   mri show (white arrow)?	IJU-27-137-g001	seminal vesicle
178what   ct show?	1471-2466-14-65-1	loculated pleural effusion at right lower lung zones
179at what level is  laminectomy defect?	JCVJS-2-57-g002	second cervical vertebra
180what  this ct show?	1471-2466-14-65-3	bronchiectasis and cystic changes at left upper lobe
181what   brain ct show?	IJNL-12-121-g001	cystic lesion
182what   ct show?	1757-1626-0002-0000008176-004	Perihilar lymphadenopathy
183what anatomy is shown in  mri?	1752-1947-5-552-2	hand
184what structure is calcified?	gou017f2	portal vein
185what   coronal section of mri show?	13256_2014_3030_Fig3_HTML	dislocation of  shoulder
186who  brain mri flaire image show?	ijcn-9-107-g001	hyperintensities in basal ganglias
187what   magnetic resonance image show?	TOORTHJ-2-19_F1B	lesion in  patella
188where is  pleural effusion located?	s12245-014-0040-5-2	right lung
189what kind of ct image is this?	40064_2015_1157_Fig2_HTML	abdominal
190what  Contrast enhanced ctA show (arrow)?	pone.0104170.g004	anterior cerebral artery aneurysm
191what condition is seen in  basal cisterns?	AIAN-16-88-g001	hydrocephalus
192what   ct of  thorax show?	2047-783X-18-7-1	bilateral pleural effusion
193what   mri show?	cln-66-04-691-g003	enlarged seminal vesicles with lithiasis
194what kind of ct view is this?	IJRI-21-215-g002	axial
195where  axial mri show a hyperintense cystic lesion?	JGID-7-122-g003	in  left optic nerve
196what condition  lesions suggest?	1752-1947-6-172-2	Tuberculosis
197what   coronal contrast enhanced chest ct show (arrow)?	JCIS-2-55-g004	multilocular cyst in  thymus
198what is  ct image suggestive of?	1754-9493-5-2-5	sacrolilitis
199what   contrast enhancement indicate?	JNRP-3-95-g002	cirsoid aneurysm
200where is  tumor located?	isd-41-107-g003	lingual surface of mandibular
201what could  multiple hyperdense soft tissue nodules be?	jsls-13-1-73-g01	peritoneal metastases
202what   ct show (arrow)?	1757-1626-2-9325-1	a mass in  left lumbar paraspinal region
203what  chest ct show?	1746-1596-8-134-1	diffuse pleural thickening in both lungs
204what is displaced by  anterior mediastinum?	APC-4-68-g001	 heart
205what  this ct image show?	1757-1626-2-9106-2	an inflammatory process in  right iliac fossa
206what   ct show ?	cancers-03-01253f2	mass in  head of  pancreas
207what   contrast enhanced pelvic ct show?	kjh-47-163-g012	pelvic mass with erosion of left sacral bone
208what is  large retroperitoneal mass displacing?	1752-1947-5-337-2	 left kidney and  spleen
209what anatomical structure is show in  ct image?	kja-16-83-g002	Temporal bone
210what   transverse ct image show?	kjr-8-120-g004	ovarian carcinoma
211what organ is on  right side of  image?	SJA-7-347-g002	Spleen
212what   mri show?	PAMJ-18-205-g001	fracture of  left femur
213what anatomical structures show hyperintensity in this axial t2w mri of  brain?	IJRI-20-195-g001	dentate nuclei
214what   mri of  brain show?	1752-1947-3-9329-4	demyelination of  brain
215what   ct axial view show ?	rju10003	fracture of  body of  talus
216in what structure are  lesions found?	tm-01-195-e002	liver
217 this mri show brainstem edema?	jkms-21-958-g004	no
218what  this ct show?	APC-4-68-g001	a pericardial cyst
219what   ct image show  presence of?	medi-94-e540-g001	an air bronchogram
220what   ct image show?	JETS-8-119-g002	calcification in  cervical vertebrae
221what  mri of  heart show?	1752-1947-1-21-1	low signal density in  right atrial
222what is  hyperintensity located?	IJRI-20-202-g001	from C3 to C7
223what   axial section of  ct of  neck show?	0392-100X-30-313-g001	a well defined soft tissue lesion
224what   chest ct show?	jkms-21-946-g002	pleural effusion
225where   ct of  chest show a crescent shaped lucency?	LI-26-95-g004	in  left upper lobe
226where is  lesion located?	IJNL-12-121-g001	right cerebellum
227what   brain mri flair show?	PAMJ-12-12-g002	cyst with hyperintense signal
228where   ct of  abdomen show  lesions?	JIAPS-15-104-g001	upper abdomen
229what   ct of brain show?	JNSBM-3-90-g003	symmetric calcification in  dentate nuclei
230what is  massive emphysema of  orbit leading to?	rjt01101	proptosis
231what  ct without intravenous administration of contrast medium show?	1470-7330-14-21-5	hyperdense areas in  right iliopsoas muscle
232what   contrast-enhanced ct show?	IJRI-20-294-g002	a hazy right side of  greater omentum and displacement of bowel loops
233  image show normal findings?	NAJMS-4-520-g002	yes
234what  cerebral magnetic resonance show?	cp-2013-1-e4-g001	hyperintensity of  globus pallidus
235what   low signal density represent?	1752-1947-1-21-1	metastasis
236what   ct show?	1749-7922-8-2-3	a right sided diaphragmatic hernia
237what sign of bowel obstruction is seen in  image?	crg-0006-0425-g01	air-fluid levels
238what  contrast enhanced ct show?	IJPD-23-121-g001	a mass in  right portion of  inferior abdomen and pelvis
239what  axial ct and sagittal mri of  brain show?	JCHIMP-4-24811-g001	diffuse cerebral atrophy
240where is  pleural effusion located?	crg-0006-0260-g01	in  left pleural cavity
241what   mri show?	SNI-6-424-g002	abnormal signal intensity from c2 to c4
242what   mri show (arrows)?	medi-94-e861-g002	fluid collection
243where is  tumor located?	OL-06-03-0655-g00	in  fundus of  uterus
244what  this dynamic contrast enhanced breast mri show?	cmo-2-2008-037f1a	malignant type enhancement in  left upper outer breast
245what   mri of  cervical spine show?	SAS-1-2007-0114-CR-g003	spinal stenosis with dural compression
246what   ct of pancreas show?	1757-1626-1-84-1	a mass in  tail of  pancreas
247what   Axial HRct show?	IJRI-23-287-g024	bronchiectasis
248which structure is displaced anteriorly by  cerebrospinal fluid?	AJNS-9-108-g003	 right eye globe
249what is this ct of?	jls0041331610001	abdomen and pelvis
250what  hrct thorax show?	LI-29-280-g003	bilateral lower lobe consolidation
251what is showed in  ct images?	1476-7120-8-33-2	a displaced descending aorta constricting  left atrium
252what  ct thorax show?	IJEM-15-346-g002	soft tissue lesion in  region of thymus
253what show  sagittal mri show?	SAS-1-2007-0114-CR-g002	spinal stenosis
254what anatomical structure is  tumor compressing?	IJEM-16-304-g002	optic chiasma
255what   contrast enhanced mri show?	13104_2014_3305_Fig2_HTML	bladder tumor with muscle invasion
256 mri show venous infarction in  sagittal sinus?	IndianJOphthalmol-56-327-g002	no
257what   t2 weighted sagittal mri show?	jkms-21-958-g001	hyperintense lesions
258what organ is compressed by  mass?	can-7-289fig1	 liver
259what   chest ct show?	jkms-21-946-g002	pneumonic consolidation and pulmonary edema
260what  enhanced abdominal ct show?	kjh-47-163-g011	well defined mesenteric mass
261 this image show midline shift?	IJPC-15-159-g001	yes
262what   ct thorax show?	IJA-53-482-g001	hyperlucency and over expansion of  left lung
263what   ct image show?	jls0011127030001	right sided spigelian hernia
264what   abdominopelvic ct image show?	can-7-289fig1	large oval-shaped heterogeneous mass
265what   abdominal ct show (arrow)?	ymj-52-859-g001	a flap in  proximal superior mesenteric artery
266what   axial mri t1 weighted image show?	JNRP-6-286-g003	seedling in  central canal of spinal cord
267where is  lesion located?	1477-7819-3-62-2	pancreas
268what   mri scan show?	tm-02-36-e008	meningioma
269what is  cardiac mri showing?	CCR-6-134_F2	sarcoid infiltration
270what structure is surrounded by  enlarged lesions?	cro-0007-0065-g01	 trachea
271where is  pericardial cyst?	APC-4-68-g001	anterior mediastinum
272what anatomical region is  liver abnormally extending to?	IJMR-141-129-g001	epigastric region
273where is  lesion located?	1752-1947-5-362-1	middle lobe of  right lung
274what   mri show?	pntd.0003679.g008	dot-in-circle sign suggesting mycetoma lesions
275what   cts of  abdomen and pelvis show?	jsls-13-1-73-g01	multiple hyperdense soft tissue nodules
276what abnormalities are show in  brain mri?	er-3-2-70-5f2	none
277what  this abdominal ct image show?	1752-1947-5-337-1	a large left sided retroperitoneal mass
278what   sagittal t2 weighed magnetic resonance image show?	kjs-12-207-g003	hematoma
279what   mri show?	JPN-4-139-g002	lesions in bilaterally fronto-temporal lobes
280what   chest ct show?	1477-7819-8-74-2	mass in  right lung
281what is associated with  abnormality of  temporal lobe?	AJNS-9-108-g003	cerebrospinal fluid leakage in  right orbital space
282what   ct image show?	medi-94-e540-g001	effacement of blood vessel shadows
283what  mri brain t1 and flair axial images show?	AIAN-16-88-g001	cystic lesions in right sylvian fissure
284what   mri show?	IJU-27-137-g002	a tumor
285what  a preoperative chest ct show?	40792_2015_103_Fig1_HTML	 incisional biopsy scar of  right breast
286what disease is showd in this ct?	1471-2466-14-65-1	pulmonary tuberculosis
287what   ct vrt image of newborn show?	JCN-1-217-g005	cervical and lumbosacral spina bifida
288what   ct image show?	crg-0006-0260-g01	large pleural effusion
289what   coronal sinus ct of paranasal sinuses show?	ABR-1-23-g001	mucosal thickening of ethmoidal and maxillary sinuses
290what   mri show?	12957_2015_562_Fig4_HTML	intense enhancement of intravenous contrast with dye accumulation and washout in  right breast
291what   ct show?	1752-1947-5-342-3	intense tracer uptake
292where is  collection located?	IJRI-23-258-g006	anterior to  uterus
293what is showing situs inversus?	SJA-7-347-g002	abdominal ct
294what  ct show?	JIAPS-17-180-g001	bowel loops
295Are  bowels found in  right hemithorax?	JIAPS-17-180-g001	no
296Is this a ct contrast image?	rju09202	yes
297what is  lesion in  dorsal pons?	cop0002-0343-f02	calcification
298what is  peripheral nodule located?	abd-90-03-s1-0162-g02	left lower lung zone
299what  mri show at  upper cervical level?	asj-9-621-g002	spinal canal stenosis
300is re a mass in this mri?	IndianJOphthalmol-56-327-g002	no
301what is  preoperative ct demonstrating?	1746-160X-2-28-1	opacified left maxillary sinus
302what   axial t2-weighted image show (white arrow)?	1752-1947-7-178-2	tumor in  left facet joint of  thoracic vertebra
303what   contrast enhanced chest ct show?	bmjopen2013004065f01	hilar and mediastinal adenopathy
304what   abdominal ct show?	40064_2015_1157_Fig2_HTML	intussusception
305what   ct show?	rju14602	large tumor
306where is  mass located?	12887_2015_356_Fig3_HTML	left occipital region
307is  lesion visible in all  mri images?	practneurol-2015-001087f06	no
308where is  lesion with contrast uptake located?	IJEM-17-111-g003	basal ganglia
309where   axial contrast-enhanced ct show  enhancing mass?	IJRI-21-176-g003	 duodenum
310what   enhanced ct show?	NAJMS-2-238-g001	bilateral enlarged polycystic kidneys
311what   ct abdomen show?	ic-46-261-g001	fluid collection
312what   axial ct image show?	isd-41-107-g003	osteoma
313what  ct images of  abdomen show?	ccrep-2-2009-001f1	an exophytic mass projecting from  right kidney
314what   ct show?	JETS-4-135-g001	a cecal mass
315 axial ct angiogram show any arteriovenous malformation?	JNRP-6-105-g004	no
316what  ct images show?	1477-7819-6-50-1	large intra-abdominal mass
317what kind of ct view is this?	IJRI-23-287-g024	axial
318where is  lesion located in  mri image?	rt-2013-3-e33-g003	in  meta-diaphysial area
319what type of image is this?	PAMJ-18-205-g001	mri of   hip and thigh
320what   reconstruction of  ct show?	TOORTHJ-8-148_F3	multiple fractures
321where are  areas of hypoattenuation visible?	IJRI-23-287-g024	In both lungs
322are  rotator cuff muscles still intact?	13256_2014_3030_Fig3_HTML	yes
323what  axial ct and mri t1 weighted image show (arrows)?	IJRI-22-298-g018	soft tissue lesion in  petrous apex
324what views of mri images of cervical spine are se?	1752-1947-3-92-1	axial and sagittal
325what   Magnetic resonance image show?	1752-1947-6-172-2	multiple ring-enhancing lesions
326what   mri of  brain show?	AJNS-9-48-g001	lesion involving  clivus
327what kind of mri view is this?	FVVinObGyn-3-135-149-g008	midsagittal
328what   ct show?	CEJU-67-00409-g004	left lumbar incisional hernia
329where   chest ct show?	kjae-58-197-g002	dilatation of  trachea
330where   mri axial view show a neurofibroma?	JPN-5-1-g004	left infra temporal fossa
331what   t2 sagittal mri show?	1752-1947-5-137-2	multiple subcortical white matter lesions
332In this image	IJRI-20-135-g003	nan
333what   ct show?	1749-799X-5-70-1	right psoas muscle hypertrophy
334what   ct show?	1757-1626-0002-0000008585-005	thickness of  anterior part of  bladder
335what  chest ct show?	2049-6958-8-5-1	lung nodules in all lobes
336what   ct angiogram show?	JPN-5-1-g005	normal vascular anatomy
337what   magnetic resonance cholangiography show?	tm-01-195-e002	diffuse intrahepatic lesions
338what  axial and sagittal t2-weighted images of cervical spine show?	1752-1947-3-92-1	Osteolysis of C7
339what   ct show?	1476-0711-3-16-2	cavitary lesions
340where is  non-neoplastic hamartomatous lesion located?	JPN-5-59-g012	left basal ganglia
341is re a metastatic lesion visible?	kjim-18-1-45-8f2	no
342what  3d ct images show?	JMedLife-04-189-g004	coarctation of  thoracic aorta 
343where   mri show small fluid collection?	IDOJ-4-43-g004	near  right ischial tuberosity
344what   mri of  brain show?	1752-1947-5-142-3	fat embolism
345where is  mass located?	1757-1626-2-9325-2	at  level of  fifth lumbar vertebra
346where   ct angiography show small emboli?	1749-8090-9-39-1	in  right pulmonary artery
347what   mri show?	SNI-6-424-g003	hemorrhage
348what   ct show?	1750-1172-4-18-5	bilateral pleural effusion
349what   mri axial view show?	JPN-5-1-g004	neurofibroma
350where are  lesions in  mri located?	IJSTD-32-44-g001	left thalamus
351what   ct of  thorax show?	1824-7288-40-35-1	bilateral diffuse interstitial infiltration
352what   mid sagittal mri show?	JPN-6-152-g001	mass in  fourth ventricle
353where is  calcification located (arrow)?	s12245-014-0040-5-2	along  atrioventricular groove
354what   ct of  brain show?	JCDR-3-236-g005	bilateral cerebral abscesses
355what   ct thorax show?	1757-1626-3-61-3	features suggestive of necrotizing pneumonia
356what structure is  mass compressing?	AIAN-15-158-g003	left cavernous sinus
357where   ct image show calcification?	JETS-8-119-g002	in  region of c3-c4 vertebra
358what  ct show?	1752-1947-4-45-1	mass in  liver
359what   chest ct show?	13017_2015_6_Fig1_HTML	lung consolidation with patchy opacities
360what   ct show?	1865-1380-5-34-2	subarachnoid and intraventricular hemorrhage
361what  ct show?	jcp074104.f1	a solid and cystic mass in  gastric antrum
362is this a normal brain mri?	er-3-2-70-5f2	yes
363what   chest mri show?	1749-8090-5-115-4	iso-intense mass with an unclear rim
364what   axial view of pet ct image show?	1532-429X-12-1-1	a large hypermetabolic in  posterior mediastinum
365what  mri brain show?	JNRP-1-23-g002	obliteration of  transverse sinus
366what   ct of  chest show?	LI-26-95-g003	a crescent shaped lucency with in  right middle lobe
367what   axial ct show?	SNI-5-427-g001	pneumocephalus
368what   mri show?	1477-7819-3-62-2	cystic and solid lesion
369what   ct show?	asj-1-102-g003	cal sac compression
370what   3d ct reconstruction image show?	isd-42-111-g004	destruction of  right maxilla
371what   mri t2 weighted sagittal and axial images show?	AJNS-8-97-g008	Anterior deviation of  spinal cord
372what  axial ct show?	JGID-7-122-g004	a cyst in  left temporalis muscle
373where   ct show?	1746-1596-8-134-1	bronchiolectasis in  bilateral lower lobes
374what   sagittal t2 cervical mri show?	IJNL-12-069-g001	iron deposition in  spinal cord
375where is  uptake located?	1752-1947-5-342-2	spinal canal at C2-C3 level
376what   axial ct show?	1758-3284-3-37-3	an infiltrating tumor in  left orbit
377what is this ct showing?	1757-1626-3-57-2	large colon
378what is this ct showing?	ccr30002-0159-f2	whirl sign of small bowel volvulus
379what   ct show?	AJNS-9-108-g003	herniation of temporal lobe
380where is  mass with heterogeneous enhancement located?	crg-0008-0061-g02	in  hepatogastric ligament
381what  ct of  chest show?	1746-1340-16-8-3	a large mass in  right upper lobe of  lung
382what  abdominal cts show?	kju-52-498-g001	bilateral renal masses
